1	[ACCOLATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL DITROPAN
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL ESKALITH
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL ESTRATAB
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL HYPERGEL
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL IDAMYCIN
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL IMIPENEM
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL LAMICTAL
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL MONOPRIL
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL NASALIDE
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL OSMITROL
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL PERCODAN
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL PLATINOL
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL PRINIVIL
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL REGRANEX
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL SERENTIL
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL SEROQUEL
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL TRANDATE
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL VIRACEPT
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL VIRAMUNE
	  12	0.312500	0.666667	0.018519	0.036036	INDERAL VISTARIL
	  13	0.300000	0.666667	0.017699	0.034483	INDERAL AMIODARONE
	  13	0.300000	0.666667	0.017699	0.034483	INDERAL CLONAZEPAM
	  13	0.300000	0.666667	0.017699	0.034483	INDERAL DIPHENATOL
	  13	0.300000	0.666667	0.017699	0.034483	INDERAL IDARUBICIN
	  13	0.300000	0.666667	0.017699	0.034483	INDERAL NEVIRAPINE
	  14	0.291667	0.666667	0.017544	0.034188	INDERAL DEFEROXAMINE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ACIPHEX
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ALLEGRA
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL AMERGE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL AMICAR
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ANAPROX
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ANASPAZ
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ANSAID
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ANTACID
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ATARAX
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ATIVAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL BETAGAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL CARDENE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL CEFOTAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL CEREBYX
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL CIPRO
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL CODEINE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL DANAZOL
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL DARVON
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL DIAMOX
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL DIOVAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL DYNABAC
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL DYNACIN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL EFUDEX
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ELAVIL
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL EREX
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL GEMZAR
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL HEPARIN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL HESPAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL LAMICEL
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL LEUKINE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL LIBRIUM
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL LODINE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL LONITEN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL LORABID
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL LURIDE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL MEGACE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL MICATIN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL MICRO@K
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL MONOKET
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL NAVANE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL NEPHROX
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL NIACIN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL NIASPAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL NIMBEX
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL NOROXIN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL NUBAIN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL OMNIPEN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL PRANDIN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL PRECARE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL PROGRAF
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL RATGAM
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL REGLAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL RELAFEN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL REMERON
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL RENAGEL
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ROXICET
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL RYNATAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL SARAFEM
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL SERZONE
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL TIAZAC
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL TIGAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL TNKASE
	* 15	0.285714	1.000000	0.016043	0.031579	INDERAL TORADOL
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL TORECAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ULTRAM
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL URISED
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL VERSED
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL VICODIN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL VIRILON
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ZANTAC
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ZESTRIL
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ZOFRAN
	  15	0.285714	1.000000	0.016043	0.031579	INDERAL ZONALON
12	[ADENOSINE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.600000	0.000000	0.000000	0.000000	ADENOSINE APRESOLINE
	  2	0.555556	0.000000	0.000000	0.000000	ADENOSINE ATROPINE
	  3	0.500000	0.000000	0.000000	0.000000	ADENOSINE AGGRENOX
	  3	0.500000	0.000000	0.000000	0.000000	ADENOSINE AMANTADINE
	  3	0.500000	0.000000	0.000000	0.000000	ADENOSINE AMLODIPINE
	  3	0.500000	0.000000	0.000000	0.000000	ADENOSINE AMRINONE
	  3	0.500000	0.000000	0.000000	0.000000	ADENOSINE ETHMOZINE
	  3	0.500000	0.000000	0.000000	0.000000	ADENOSINE GUAIFENESIN
	  3	0.500000	0.000000	0.000000	0.000000	ADENOSINE LEVOXINE
	  3	0.500000	0.000000	0.000000	0.000000	ADENOSINE TENORMIN
	* 4	0.473684	1.000000	0.090909	0.166667	ADENOSINE ADENOSINE@PHOSPHATE
13	[ADENOSINE@PHOSPHATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.625000	0.000000	0.000000	0.000000	ADENOSINE@PHOSPHATE POTASSIUM@PHOSPHATES
	  2	0.605263	0.000000	0.000000	0.000000	ADENOSINE@PHOSPHATE SODIUM@PHOSPHATES
	* 3	0.473684	1.000000	0.333333	0.500000	ADENOSINE@PHOSPHATE ADENOSINE
14	[ADRIAMYCIN] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.600000	0.500000	1.000000	0.666667	ADRIAMYCIN IDAMYCIN
	  2	0.583333	0.500000	0.500000	0.500000	ADRIAMYCIN AZITHROMYCIN
	  3	0.550000	0.500000	0.250000	0.333333	ADRIAMYCIN MITOMYCIN
	  3	0.550000	0.500000	0.250000	0.333333	ADRIAMYCIN VANCOMYCIN
	  4	0.500000	0.500000	0.200000	0.285714	ADRIAMYCIN RIFAMPIN
	  5	0.458333	0.500000	0.166667	0.250000	ADRIAMYCIN ERYTHROMYCIN
	  6	0.454545	0.500000	0.142857	0.222222	ADRIAMYCIN AMOXICILLIN
	  7	0.450000	0.500000	0.090909	0.153846	ADRIAMYCIN MIACALCIN
	  7	0.450000	0.500000	0.090909	0.153846	ADRIAMYCIN OCU@MYCIN
	  7	0.450000	0.500000	0.090909	0.153846	ADRIAMYCIN OCUMYCIN
	  7	0.450000	0.500000	0.090909	0.153846	ADRIAMYCIN PERIACTIN
	  8	0.416667	0.500000	0.083333	0.142857	ADRIAMYCIN SULFADIAZINE
	  9	0.409091	0.500000	0.058824	0.105263	ADRIAMYCIN DESIPRAMINE
	  9	0.409091	0.500000	0.058824	0.105263	ADRIAMYCIN DICYCLOMINE
	  9	0.409091	0.500000	0.058824	0.105263	ADRIAMYCIN HYDRALAZINE
	  9	0.409091	0.500000	0.058824	0.105263	ADRIAMYCIN HYDROXYZINE
	  9	0.409091	0.500000	0.058824	0.105263	ADRIAMYCIN LAMOTRIGINE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN ADENOSINE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN AKARPINE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN ALPRAZOLAM
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN AMANTADINE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN AMIKIN
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN AMLODIPINE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN AMRINONE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN ANTACID
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN APRESOLINE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN ATROPINE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN CLARITIN@D
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN DOBUTAMINE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN DOPAMINE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN DYNACIN
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN GUANFACINE
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN IDARUBICIN
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN NIACIN
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN NORPRAMIN
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN PARAPLATIN
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN PRIMAXIN
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN RIFABUTIN
	  10	0.400000	0.500000	0.025641	0.048780	ADRIAMYCIN THIAMINE
	  11	0.375000	0.500000	0.023256	0.044444	ADRIAMYCIN ASPARAGINASE
	  11	0.375000	0.500000	0.023256	0.044444	ADRIAMYCIN DAUNORUBICIN
	  11	0.375000	0.500000	0.023256	0.044444	ADRIAMYCIN DEFEROXAMINE
	  11	0.375000	0.500000	0.023256	0.044444	ADRIAMYCIN TETRACYCLINE
	  12	0.363636	0.500000	0.020000	0.038462	ADRIAMYCIN ALLOPURINOL
	  12	0.363636	0.500000	0.020000	0.038462	ADRIAMYCIN CARBOPLATIN
	  12	0.363636	0.500000	0.020000	0.038462	ADRIAMYCIN CARDIZEM@CD
	  12	0.363636	0.500000	0.020000	0.038462	ADRIAMYCIN DOXORUBICIN
	  12	0.363636	0.500000	0.020000	0.038462	ADRIAMYCIN DOXYCYCLINE
	  12	0.363636	0.500000	0.020000	0.038462	ADRIAMYCIN NORFLOXACIN
	  12	0.363636	0.500000	0.020000	0.038462	ADRIAMYCIN RIMANTADINE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN ACCUPRIL
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN ADDERALL
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN AGGRASTAT
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN AMARYL
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN AMBIEN
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN AMICAR
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN AMILORIDE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN AMIODARONE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN AMOXIL
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN ATACAND
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN AVANDIA
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN BENADRYL
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN CARBRITAL
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN CYTARABINE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN DANTRIUM
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN DIAMOX
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN DYNACIRC
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN ERYTHROCIN
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN IMIPRAMINE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN LAMIVUDINE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN LOTRIMIN
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN LOVASTATIN
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN PITOCIN
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN PREMARIN
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN PREVACID
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN PYRIDOXINE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN RANITIDINE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN RITONAVIR
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN SERTRALINE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN SORIATANE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN TIAGABINE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN TIZANIDINE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN TOLAZAMIDE
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN TRIPHASIL
	  13	0.350000	0.500000	0.011765	0.022989	ADRIAMYCIN VERAPAMIL
	  14	0.346154	0.500000	0.011628	0.022727	ADRIAMYCIN NORTRIPTYLINE
	  15	0.318182	0.500000	0.010638	0.020833	ADRIAMYCIN ALDESLEUKIN
	  15	0.318182	0.500000	0.010638	0.020833	ADRIAMYCIN FLUDARABINE
	  15	0.318182	0.500000	0.010638	0.020833	ADRIAMYCIN HYDROCODONE
	  15	0.318182	0.500000	0.010638	0.020833	ADRIAMYCIN NICARDIPINE
	  15	0.318182	0.500000	0.010638	0.020833	ADRIAMYCIN ROPIVACAINE
	  15	0.318182	0.500000	0.010638	0.020833	ADRIAMYCIN SUMATRIPTAN
	  15	0.318182	0.500000	0.010638	0.020833	ADRIAMYCIN TRI@NORINYL
	  15	0.318182	0.500000	0.010638	0.020833	ADRIAMYCIN VINCRISTINE
	  16	0.307692	0.500000	0.010309	0.020202	ADRIAMYCIN ACETAZOLAMIDE
	  16	0.307692	0.500000	0.010309	0.020202	ADRIAMYCIN ACETOHEXAMIDE
	  16	0.307692	0.500000	0.010309	0.020202	ADRIAMYCIN CIPROFLOXACIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ACCUTANE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ACIPHEX
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN AGGRENOX
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ALKERAN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ALTACE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN AMEN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ANSAID
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ANTISPAS
	* 17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN AREDIA
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ARTANE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ASACOL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ATARAX
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ATGAM
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ATIVAN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ATROVENT
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN BEPRIDIL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN CALCIFEROL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN CALCITRIOL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN CAPTOPRIL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN CARTIA@XT
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN CISPLATIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN COUMADIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN DENAVIR
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN DIAZEPAM
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN DIFLUCAN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN DIPHENHYDRAMINE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN DIPRIVAN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN EDECRIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ENALAPRIL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN ETIDRONATE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN FLUMADINE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN FOLIC@ACID
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN GAMIMUNE@N
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN HEPARIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN INDINAVIR
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN LACRILUBE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN LAMICEL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN LAMICTAL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN LAMISIL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN LUDIOMIL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN MEDROL@ADT
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN MICATIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN NAPRELAN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN NAPROSYN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN NASALCROM
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN NASALIDE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN NEVIRAPINE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN NIFEDIPINE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN NIMODIPINE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN OXYCONTIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN PAROXETINE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN PENICILLIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN PERMETHRIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN PONDIMIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN PRANDIN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN PRIMIDONE
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN PRINIVIL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN PROBENECID
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN PROCANBID
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN SALBUTAMOL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN UROCIT@K
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN VALSARTAN
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN VANCERIL
	  17	0.300000	1.000000	0.012422	0.024540	ADRIAMYCIN VIRAMUNE
15	[AREDIA] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.583333	0.000000	0.000000	0.000000	AREDIA REVIA
	  2	0.571429	0.000000	0.000000	0.000000	AREDIA AVANDIA
	  3	0.500000	0.000000	0.000000	0.000000	AREDIA ALDARA
	  3	0.500000	0.000000	0.000000	0.000000	AREDIA ARTANE
	  3	0.500000	0.000000	0.000000	0.000000	AREDIA CARDIEM
	  4	0.450000	0.000000	0.000000	0.000000	AREDIA CARVEDILOL
	  5	0.437500	0.000000	0.000000	0.000000	AREDIA AKARPINE
	  5	0.437500	0.000000	0.000000	0.000000	AREDIA CARDIZEM
	  5	0.437500	0.000000	0.000000	0.000000	AREDIA PREPIDIL
	  6	0.428571	0.000000	0.000000	0.000000	AREDIA ALKERAN
	  6	0.428571	0.000000	0.000000	0.000000	AREDIA ALLEGRA
	  6	0.428571	0.000000	0.000000	0.000000	AREDIA CARDURA
	  6	0.428571	0.000000	0.000000	0.000000	AREDIA NASAREL
	  6	0.428571	0.000000	0.000000	0.000000	AREDIA PRANDIN
	  6	0.428571	0.000000	0.000000	0.000000	AREDIA REZULIN
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA AMARYL
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA AMBIEN
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA AMEN
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA AMERGE
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA AMICAR
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA AMIKIN
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA AMOXIL
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA ANSAID
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA ATARAX
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA ATIVAN
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA DIAMOX
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA NARCAN
	  7	0.416667	0.000000	0.000000	0.000000	AREDIA REGLAN
	  8	0.400000	0.000000	0.000000	0.000000	AREDIA APRESOLINE
	  9	0.388889	0.000000	0.000000	0.000000	AREDIA ADENOSINE
	  9	0.388889	0.000000	0.000000	0.000000	AREDIA CARTIA@XT
	  9	0.388889	0.000000	0.000000	0.000000	AREDIA PEDIAPRED
	  9	0.388889	0.000000	0.000000	0.000000	AREDIA PEDIAZOLE
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA ADDERALL
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA AGGRENOX
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA ATROPINE
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA BEPRIDIL
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA BREVITAL
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA NAPRELAN
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA PARLODEL
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA PREMARIN
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA PREVACID
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA RETROVIR
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA SERENTIL
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA VANCERIL
	  10	0.375000	0.000000	0.000000	0.000000	AREDIA VOLTAREN
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA ACIPHEX
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA ALUPENT
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA ANTACID
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA CARDENE
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA CEREBRA
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA DIABETA
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA EDECRIN
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA HEPARIN
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA ISORDIL
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA NEOCARE
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA PLENDIL
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA PRECARE
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA RELAFEN
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA RENAGEL
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA RIDAURA
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA SARAFEM
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA TORECAN
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA VERELAN
	  11	0.357143	0.000000	0.000000	0.000000	AREDIA ZYPREXA
	  12	0.350000	0.000000	0.000000	0.000000	AREDIA AMANTADINE
	  12	0.350000	0.000000	0.000000	0.000000	AREDIA AMLODIPINE
	  12	0.350000	0.000000	0.000000	0.000000	AREDIA PAROXETINE
	  12	0.350000	0.000000	0.000000	0.000000	AREDIA PREDNISONE
	  13	0.333333	0.000000	0.000000	0.000000	AREDIA ACULAR
	  13	0.333333	0.000000	0.000000	0.000000	AREDIA ALORA
	  13	0.333333	0.000000	0.000000	0.000000	AREDIA ALTACE
	  13	0.333333	0.000000	0.000000	0.000000	AREDIA AMILORIDE
	  13	0.333333	0.000000	0.000000	0.000000	AREDIA ASACOL
	  13	0.333333	0.000000	0.000000	0.000000	AREDIA ATGAM
	  13	0.333333	0.000000	0.000000	0.000000	AREDIA ATTENUVAX
